Job Title,Job Info,Job Type,Job Link,employees,Job Desception,Company Info
Paid Internship - Full Stack Engineer,"Xref · Lahore, Punjab, Pakistan (On-site)  
3 days ago

 · 410 applicants",Contract · Internship,https://www.linkedin.com/jobs/view/3723069470/?eBP=JOB_SEARCH_ORGANIC&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=T9Vl7829QWsUJf5cMJHizQ%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees · Software Development,"About the job
            

 
Company DescriptionXref is a global, best in class, HR and recruitment technology company that empowers organisations with people-focused feedback to make great decisions. Recruit, retain and remember your people with Xref’s automated reference, pulse and exit surveys.We are a global, ASX-listed company with users in 195 countries. When you work with Xref, you work with a vast array of clients of all sizes and industry backgrounds. Our users love and trust us - we have a 4.7 star rating out of 5 on Google, G2 and Capterra.With a passionate team behind everything that we do, Xref's vision is to make it easier for the world to hire and track talent throughout their journey by changing the way organisations collect and action feedback from their people. We're growing rapidly with plenty of exciting new developments and opportunities in play.Job DescriptionExplore groundbreaking opportunities with a 6-month paid Full Stack Engineering Internship in our dynamic global team. Dive into innovation and craft your future career through hands-on experience!At Xref (XF1) we use a modern tech stack including:Angular | Python | Node.js | REST API’s (Django) | PostgreSQL | MySQL | NoSQL | Elasticsearch | Docker | AWS Lambda | Github | JIRA | Travis CIYou will have the opportunity to work from Lahore, Pakistan, alongside the Australian Development team.QualificationsWe’re an enthusiastic, engaged and talented team who work hard and have fun along the way. If you can say yes to the following we'd love to hear from you: Formal education and/or practical knowledge of Angular, Python and DjangoExperience with AWS servicesPassionate about building industry leading productsEnjoy working as part of a collaborative teamFamiliar with databases like mySQL or PostgreSQLHigh attention to detail with a problem-solving aptitudeCompleted a degree in software engineering or computer scienceYou would enjoy working in a startup culture.
Additional InformationWhat is in for you? People focused - We put people first, both with our technology solution and in our workplace. We inspire and empower through innovation and welcome all ideas and contributions. We have a big heart and are positively charged.Mentorship - Learn from seasoned professionals in the field who are passionate about sharing their knowledge.Recognition and reward for your work - We work hard, collaborate effectively and together we celebrate every individual and company success. Transform Your Internship into a Full Stack Career - Based on your 6-month performance, you have the opportunity to transition into a rewarding Full Stack Engineer role with us.
Your internship here isn't just a role; it's an opportunity to drive innovation and make a real impact on the future of the #HRTech world.Check out our careers page here to listen to employee testimonials and to get a glimpse of what it's like to work at Xref.","Software Development
            
              51-200 employees
            

              127 on LinkedIn"
Product Designer,"o2Geeks · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago

 · 204 applicants",Full-time,https://www.linkedin.com/jobs/view/3716093084/?eBP=CwEAAAGKwID4hk-QlYD7nPTOj6Ob0PHiahRuE80joerS61pub8dfh2Q0g3XReWyvgkhg37Jyu4kDMaht5h1hLpITOZKjyIxeEIhBsLMvPXI5HATzLjZoWXRa9iDX_lru2Kxt5FO4GePNX_aA2luvqZPdNymQnNMu_RR30pJ4HUyQ1arNK_zc8AUWmBT3IASRB9q5etBz3u8R6fwvqLYo1KZZcRdPUauk5teOh-4V21kqWP_Un5oGeZm5j-hin2Ofrxe_ZQUlcbHbyLaDYVhIDdztmrDKSKyO9NYiMv1fO5CKm2vMIjMjNVZokBDQqUd1io3sBSi_aLAG8JB-QH4XBQIVmrWadb3O0o0e43vYxG8_XUDSwMua7ydNl3QxWxW451g7KK2nZRkEgNPtoNGmGdw1Ggz5PNoS3A0Ua7eJoQ&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=K6QUjysXp4DEXxtLa2GNKA%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,"About the job
            

 
As the fastest growing Software development company, we like to do things a little differently. We believe our team should be like family. Not like a second cousin, twice removed, but more like the family you choose to be with every day. First, you have to demonstrate our core values as your #1 priority, that’s key. But we’re also looking for unique enthusiasm, high integrity, courage to embrace change…and if you know a few jokes, that puts you on the top of our list.We’re more interested in passionate people with fresh ideas from different backgrounds. That’s what keeps us at the top of our game.If you’re ready to roll up your sleeves, go above and beyond and put your ambition to work, all while having some fun, let’s chat – Apply Today!The Job at a o2geeksAs an UI/UX Geek, you’ll be responsible for bringing to life the Product features our customers and business teams dream up.To Land This Opportunity You have 2+ years of experience designing UX / UI – Bonus points if you have a bachelor’s degree in Industrial Design; your experience has come through a job, your education, or some serious side projects.You have experience working with relevant existing and emerging usability engineering processes, procedures, and tools in order to identify user audiences, assess user requirements, needs and satisfaction levels and create user interface designs, prototypes and specifications across multiple platforms.You have experience using analytical methods and procedures to research and give advice on new website service delivery and integration to achieve organizational goals, conduct studies of website use, and implement or recommend changes.You have Knowledge of design tools, such as Sketch , Adobe XD, Adobe Creative Suite , FigmaYou have a rock-solid understanding of the Web and mobile user experienceYou work well with small teams – You love collaborating with various teams to come up with the best solution, and people love having you involved in their projectsYou appreciate how exciting and rare it is to work at a company with such extraordinarily sustained growth – Success means more opportunities to develop and deliver truly innovative technology, and that motivates you.You’re an all-star communicator
About Your Future TeamThe team is a highly capable group that embraces the rapid change that comes with incredible growth. We bring our whole selves to work each day - personality and all - in true geek style.o2geeks welcomes diversity and as an equal opportunity employer all qualified applicants will be considered regardless of race, religion, color, sex, age, sexual orientation, gender identity or disability.","IT Services and IT Consulting
            
              11-50 employees
            

              7 on LinkedIn"
Business Development and Lead Generation Specialist,"Roomy Technologies · Islamabad, Islāmābād, Pakistan (On-site)  
2 days ago

 · 64 applicants",Full-time,https://www.linkedin.com/jobs/view/3723240645/?eBP=CwEAAAGKwID4hibbzapYjpUMH2zAwh0a5Ahy3AlP2G3rZCDb_vLdQNQPr1YQ5FnFRFBidukGQNXYj6fMuXaFyZldEWGi3EQH1wztB6An5ZgrYTk_Rfw8oYk-lEVehSR0AtWWQfg-XirjjNjVX0PP5QUVZtEMl8gL8ycpMn_7rFiNQ69fDGNzyDKNU8HlGUHgKh98uiwPzRhzzxiENyRP4FufLAXvzYG2TB_h4gEtj0tWcQkAo_hhnuEk2IZQSFZzaozvi-JJi6v_mb0UxaWSSni1Z8mW7x6963NjMEUtsiEac4vFZLJxv4861HjpS5ZntZz4ePOyaE0y2bnddG1mG4NELZy8Rjo2Zs3Ck4jeuWu4BPP7UlzKY7-PoqCqTb8q1fU&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=L6MdP44xAcRVjCqMFnxsSw%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,"About the job
            

 
We are looking for an experienced Business Development and Lead Generation Specialist to join our team at Roomy Technologies. The ideal candidate will have a proven track record of success in developing and executing outbound marketing campaigns that generate leads and drive revenue. In this role, you will develop and implement a comprehensive outbound marketing strategy and generate leads for remote projects.Responsibilities: Develop and execute an outbound marketing strategy that aligns with the company's overall marketing goalsManage a team of outbound marketers and provide them with the training and support they need to succeedGenerate leads and drive revenue through outbound marketing channels such as email, social media, and paid advertisingIdentify and qualify potential clientsBuild relationships with potential clients and nurture them through the sales funnelClose deals with new clientsTrack and report on the results of all outbound marketing campaigns
Qualifications: 3+ years of experience in outbound marketingProven track record of success in generating leads and driving revenue through outbound marketing channelsStrong understanding of outbound marketing best practicesExperience managing a team of outbound marketersExcellent communication and interpersonal skillsStrong analytical and problem-solving skillsAbility to work independently and as part of a teamSelf-motivated and driven to succeed
Benefits: Competitive salary and benefits packageOpportunity to work with a talented team of digital marketersOpportunities for professional development and growth
To Apply:Please send your resume and a cover letter to qanita@roomy.ioAdditional Notes:In your cover letter, please be sure to highlight your experience in generating leads and driving revenue through outbound marketing channels, as well as your experience managing a team of outbound marketers. Please also mention any experience you have with generating remote projects from all over the world.","Hospitality
            
              51-200 employees
            

              11 on LinkedIn"
Business Development Executive,"COSMO · Lahore, Punjab, Pakistan (On-site)  
4 days ago

 · 185 applicants",Full-time,https://www.linkedin.com/jobs/view/3720787578/?eBP=CwEAAAGKwID4hwuNAjH1leo5jBPBh3UITM_i43s8H2PG_LDbPcDfA1eY8vpdFH-7OkdfFCvOYPbMf-l8Ow36jWA0vao7JY8bt0QVO2Be4l4LkvSs2YuNgydraJjpENhBDKg1uSWOOTNs_RopwGOS6yLTsqh5GFgnatudTyWfozsvkQgOsfrbYKWuBt7RMbPGnbhnbucDvfgeSXrScabulRkRfeH9bwFNu0zzFiGT0gd_qOPOzoWRntSNWkiK3VqkKEkI3U6IchYzVN-mB5QYlxCQUBkjiA41LMhX3hQWpTO-efiRk18YlJAFWBcyhIQhEdMEr0YJPGAMb-QhiXiio4XsSeSa8Dn1y2Y540TULdHQEDuiQ9tw1FEcOJvzhHd4cXMDnYfuwbFECQuHxkTRgjWUoHpuqTHbd7PVdBNp&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=MhMGgbvTpA1wxSwAr702jw%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,"About the job
            

 
About Us:Cosmo Inc is a dynamic marketing agency specializing in digital strategy, creative services, social media, paid media, e-commerce, advanced analytics, and crypto/NFT marketing. We empower businesses to soar to new heights by leveraging the latest digital trends and strategies, ensuring sustainable growth and success in an ever-evolving market.Role:We are looking for an enthusiastic and results-driven Business Development Executive to play a pivotal role in expanding our client base and generating new business opportunities. The ideal candidate will excel in lead generation and prospecting, with a strong ability to identify and engage potential clients.Key Responsibilities: Utilize job boards, venture capital networks, and LinkedIn to identify potential leads and opportunities.Create compelling and tailored proposals that effectively communicate our value proposition to potential clients.Develop and execute email outreach campaigns to engage with leads and nurture them through the sales funnel.Develop and execute strategic plans to identify and engage potential clients.Ensure client satisfaction and address any concerns or issues promptly.Conduct in-depth research to understand client requirements and market trends.Exhibit excellent communication skills, including active listening, negotiation, and presentation abilities, to engage and build relationships with clients.Take ownership of assigned sales targets, working diligently to meet and exceed them.Meet or exceed assigned KPIs related to lead generation, outreach activities, and engagement metrics.Stay organized and ensure all tasks and deliverables are completed on schedule.Share regular updates with the management team.
Requirements: Bachelor's degree in Business, Marketing, or a related field preferred.1-2 years of experience in lead generation, email sequencing, and LinkedIn sourcing.Proficiency in Upwork bidding is a plus.Exceptional written and verbal communication skills.Strong negotiation and presentation abilities.Excellent time management skills and ability to work independently and within a team.
Bonus Skills: Open-minded and keen to learn new things and grow with the teamExperience in using CRMs (hubspot)Experience in using LinkedIn for lead sourcingAbility to manage leads through the sales funnelStrong research skills
Soft Skills:Communication, Creativity, TeamworkSalary range: 59,000 PKR - 118,000 PKR per monthPlease note that the salary is tied to the United States Dollar (USD), meaning that as the USD increases, the salary will increase proportionally.Job type:Full-time, 7-8 hours per dayLocation:Phase 6, DHA, LahoreBenefits of working with Cosmo: Opportunity to grow with a team of motivated professionalsService recognition bonuses and moreWeekly payUSD pegged salary
If you are interested in this opportunity, please apply using the link:https://forms.clickup.com/37245941/f/13gmzn-7185/RKIGVBSGGHJVTDS5HKApplication Deadline:27th September 2023","Marketing Services
            
              11-50 employees
            

              54 on LinkedIn"
Conversion Specialist,"Software Finder · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 104 applicants",Full-time,https://www.linkedin.com/jobs/view/3714450193/?eBP=CwEAAAGKwID4h6nhSmAfWGB7bH_oFWofnAfdNwCoTrSjfYZi9bI0vPUaT4AdrxLbhRZ7GPcWgBmuyDaHuKUMvMl57gUYYuuGmEE6N5vk-97GkV5vgiESThjmUMuaxTAOJrqUL-S4kEFry-3F_yKyo47McF84taQ310fdbOsYH5B7Mlcl7TaBTn0MPWX2XGaljsUIN5J-KcS_G5dfDVF-qaFSwWllF-rsry4q4xmSlGlU1eRSGqOgNWUwf8F_FXPHhSKkoSSugpCskGQBK_ClMSAtOU3k_SrVDLU0o59iBwc005RrOrDdjG_-9NZVm5hU42GjI5bdMmjan89om_L3J3j0XwK7IVVWHvWigvlRX5OY-QLzIHxrjsr4phT2yhE-Vvs&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=hZpDbnapozbU9M2JVVFRFw%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,About the job,
Lead Generation Specialist,"TexaNEX · Islāmābād, Pakistan (On-site) Reposted  
19 hours ago

 · 30 applicants",Full-time,https://www.linkedin.com/jobs/view/3724211830/?eBP=CwEAAAGKwID4h2s2OhfjZhkkWKD1N9aRY2OiBKEFH7isd8mNkaPLjxHJ3lB1NWnLlCaybZbtLwYtyECQRgPz5G8GydVtdb4lUD9tNDB3J0E8GPx0-8im9TE4LaG1TaTYd2RMQGt6ubyVvX5FInrqu6zMAoRUP4x3CBX0Sl4nUB6Mm4tHziwyge9m6cWwd8qqeASVrGosoW01XAIOP1mGb_h5KrDZ6cRJ6xajhurlw3FY3Z076ffsMQDa0STnj9wylfjgORZfjKo_yv0RkXhdsjd-zhI1LvbZSM30EAq14cbbl_sYZ9y3IuU_5TK8FmSlZEtHK36aSwP4Iu25HuCM2Z13MWIP1TKkfaj0hU9Ryhy8sVGOyCOaZT3915Q-lkANLgg&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=HQRedqcXxE47Lx6c0BTYKw%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,"About the job
            

 
We are looking for a skilled and motivated Lead Generator Specialist to join our team at TexaNEX. If you have a proven track record of data scraping/extraction of industry relevant sources or experience in successfully acquiring projects , a passion for business development, and excellent communication skills, we want to hear from youResponsibilities  As an Lead Generator Specialist at TexaNEX, you will be responsible for identifying and bidding on relevant projects on different platforms.You'll work closely with our internal teams to gather the necessary information and craft compelling proposals that showcase our strengths and capabilities.Your negotiation skills will be vital in closing deals that benefit both our clients and our company.
Role Strong proficiency in data analysis and reporting using relevant tools and platforms.Excellent understanding of lead segmentation and CRM best practices. Proficient in data scraping techniques and tools to gather relevant information and insights from various online sources. Proven success in acquiring projects .  Strong written and verbal communication skills.  Familiarity with our industry and the services we offer. (Mobile Application clients, Web Application/development clients, UI / UX designs ( Figma ), Software development , Shopify Store development , Digital Marketing Ability to manage multiple bids and prioritize effectively.Detail-oriented approach to tailoring proposals to clients' needs. Self-driven and results-focused mindsetProven experience as a Lead Generation Expert with a demonstrated ability to meet or exceed lead generation targets.To get the targeted clients detail and must have industrial knowledge
Salary Market competitive Salary
Benefits • Competitive commission or compensation structure based on successful project acquisitions. • Join a dynamic and passionate team. • Opportunity for professional growth within the companyLocation Islamabad E-11 (On site)Timing (9AM-6PM)Monday-Friday","IT Services and IT Consulting
            
              11-50 employees
            

              7 on LinkedIn"
Internship: Commercial Operations Support - Lahore/Pakistan - start your career with us!,"Medtronic · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 165 applicants",Full-time · Associate,https://www.linkedin.com/jobs/view/3720915315/?eBP=JOB_SEARCH_ORGANIC&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=U2MfLwVsG3HfrUm1d5EwmA%3D%3D&trk=flagship3_search_srp_jobs,"10,001+ employees · Medical Equipment Manufacturing","About the job
            

 
Careers that Change LivesBegin your life-long career of exploration, innovation, and championing healthcare access and equity for all. Join a healthcare technology company that alleviates pain, restores health, and extends life for more than two people every second.Support Commercial Team by coordinating with Supply chain, Customer Care, Tender or any other relevant function for smooth execution and follow up of purchase orders. Manage HCPs and market intel data collection from on ground teams.A Day in the LifeSupport commercial team in following areas: Support in processing PO and follow-ups on pending orderMarket Intel data collection from teams and updates customer profilesSupport teams in promoting and establishing awareness of the company's products and/or servicesSupport for developing, building, and strengthening long-term relationships with stakeholders and healthcare professionalsSupport regional lead by following up with team on assigned tasksSupport in pursuing leads, assessing needs, and providing product services to maximize the benefits derived from Medtronic's products and/or servicesConducts market research including customers and competitors’ activitiesSupport in implementation of market development plans/strategies and changes as needed
Must Haves Recently graduated or in the final years of Master in Business Administration or Bachelor's in Business AdministrationProficiency in English is required (preferred as C1 or above) and a test will be administered as part of the recruitment processFluent in UrduGood knowledge of MS office (Power Point, Excel, Word, Outlook)
 Nice to Haves Strong in quantitative competencies combined with a curious and empathic approachInterested in optimization and improvement workStrong verbal & written communication skillsEager to learn & develop
 Internship details Start date: November 1st Based in LahoreDuration: 6 months Working hours: full time (40 hours per week) Working model: hybrid 
 We offerWe offer a competitive salary and benefits package to all our interns: Flexible working environmentAn unforgettable experience in the healthcare & medical devices sectorJoin a community or expert in a function or in a therapy to foster your knowledgePeer-Advisor program Training possibilities via Cornerstone & Skill Labs (access to Havard, Ted Ex..resources) Other benefits link to the country requirements
Our commitmentOur unwavering commitment to inclusion, diversity, and equity (ID&E) means zero barriers to opportunity within Medtronic and a culture where all employees belong, are respected, and feel valued for who they are and the life experiences they contribute.We know equity starts beyond our workplace, and we must play a role in addressing systemic inequities in our communities if we hope to have long-term sustainable impact.Anchored in our Mission, we continue to drive ID&E forward both to enhance the well-being of Medtronic employees and to accelerate innovation that brings our lifesaving technologies to more people in more places around the world.About MedtronicBold thinking. Bolder actions. We are Medtronic.We lead global healthcare technology and boldly attack the most challenging health problems facing humanity by searching out and finding solutions. Our Mission — to alleviate pain, restore health, and extend life — unites a global team of 90,000+ passionate people. Powered by our diverse knowledge, insatiable curiosity, and desire to help all those who need it, we deliver innovative technologies that transform the lives of two people every second, every hour, every day. Expect more from us as we empower insight-driven care, experiences that put people first, and better outcomes for our world.In everything we do, we are engineering the extraordinary.Your answerIs this the position you were waiting for? Then please apply directly via the apply button!","Medical Equipment Manufacturing
            
              10,001+ employees
            

              87,341 on LinkedIn"
Search Engine Optimization Specialist,"Eazio · Karāchi, Sindh, Pakistan (On-site)  
2 weeks ago

 · 229 applicants",Full-time,https://www.linkedin.com/jobs/view/3709343273/?eBP=CwEAAAGKwID4h9vGY9Mzlzds0VXi007IudP_XUm03Clqj3LfewOWIcKefNOZtEbp4k_YfES0hoUFXmvvvBfw0p5UYOi1zhaweoX5-Caqx1WrEoraTMMrd-QqsuTMGxnfrfoKmnzDv0bCtraHN4sd_Ywbl7DuvB1xms3jY0fs69x18k3xJb6caom8tHbjdjmn2_da93zLh2PikWaCyod-3mIUrCLZ9_Zr1bBzrEczn9J74ndvOv8LKeNYvSLSYnvKC9_F80TEuRhOa0f3W92Tb_3KRAKFMiigIWDNvvdR20oaImYm9OCUMzudV-as3QzyzO6x2SO9TWXG6xRyS99U6j2NVUVHVljopm138sxH2QyLtuHTDScO3nqRg1_soLj4gmo&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=PMmxa9%2B0nswZHFnaLLygDg%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,"About the job
            

 
About EAZIO: Empower your business with Eazio's user-friendly and intelligent HR platform that is going to revolutionize your business processes. Eazio's intuitive, user-friendly solution is designed to help businesses effectively manage their HR and operations while providing insights and analytics to empower them to make informed decisions. Eazio solutions are tailored to meet the needs of businesses of all sizes and industries, helping them achieve their desired goals and objectives with ease. Job:Looking SEO specialist who is passionate about optimizing the websites for search engines and driving organic traffic. The ideal candidate will have a proven record of improving search engine ranking, increasing organic website traffic and delivering measurable results. Responsibilities Collaborate with our content team to integrate target keywords strategically into website content, blog posts, and other digital assets.Provide detailed keyword analysis finding new keywords and phrases to target.Optimize meta tags, headings, images, and URLs to ensure we are reaching maximum search visibility.Strong focus on increasing search rankings. Perform on-page and off-page optimization techniques to increase organic search rankings.Identify and resolve technical SEO issues, such as broken links, crawl errors, and site speed.Generate reports on website performance using tools provided to create actionable insights to improve SEO strategies.Collaborate with the development and content team to ensure proper implementation of SEO best practices.Develop a link-building strategy to increase domain reputation.Improve localised SEO rankings.Provide detailed competitor analysis reports and identify market opportunities.Stay up to date with trends as SEO practices continue to evolve.Google AdWords, Facebook Meta, LinkedIn Campaign Manager
Qualifications Bachelor's degree in a related field (or equivalent work experience).
Mandatory Requirements: Minimum 3 years of experience in a similar role, with examples of increased ranking and inbound performance.Experience with tools such as Google Analytics, Search Console, and SEMRush.Good communicator, ability to put forward ideas and suggestions to the team.Self-starter and self-motivated to drive results.Excellent report creation and analysis.Eagerness to stay up to date with upcoming trends.Must be familiar with both local and global SEO tactics.
Benefits: Market competitive salaryLunchHealth InsuranceFriendly environment
NOTE:This is an on-site job at our office based in Jami Commercial, D.H.A. Karachi.","Software Development
            
              11-50 employees
            

              14 on LinkedIn"
Odoo Developer,"Taleemabad · Islāmābād, Pakistan (On-site)  
1 week ago

 · 55 applicants",Full-time,https://www.linkedin.com/jobs/view/3717041081/?eBP=CwEAAAGKwID4h-Kb1SnTtT-kBz9wnW6S40NSsZBQi9P8e1eJNRclg86BE2TXi3Z-DptMJIfDuedS5dDauFj_HnkuxFUzo3tahBDFgLULgYF03OuEMUvsQxgF_rCLYmsTqEwiwYhg3hakY4edc98tQF_CnphcHcsUD8tsHubd8zixTGrUOoWcwmFDPgpqzc1d3exM3tL_xu8_5R9OKKn_b0ayfaTKalFvC5bZ1GSfjJooxz_fHJ_7eye7UI3aq_HyNG_OJLgbh89jh9J0Imu8cJtWsg22MsfHMphd1-ZO-3rcZIhJDZbn9BsHDLCAIaAnErMhs-E4yrqj3FycYLxBpPhjJwT_ePDpn_Q6XELS54YX7PdVT6a_8nUJD4EZHPx8NWI&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=m1YioW0IGjOACPLzv9A20A%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,"About the job
            

 
About our work @ Taleemabad:We began our work seven years ago, with a very simple idea: learning’s gotta be fun. You’ve probably experienced this at some point if you’re lucky: you’ve been so engrossed in something that time’s flown by, the day has turned to night, and you’ve had the time of your life. That’s the kind of learning that generates scientists, inventors, and changemakers.And so, seven years ago, we became obsessed with the idea of making all children in Pakistan fall in love with learning. We knew that if we cracked this, we could turn around Pakistan. Our dreamis that a Pakistani kid from the slums/villages will develop the next vaccine, or land on Mars one day.Key Responsibilities:Data Migration: Import our existing data from Hubspot CRM and Quickbooks into the Odoo platform, ensuring data integrity, completeness, and security.Odoo Customization: Customize Odoo modules and functionalities to better align with our internal operations and specific business requirements.Integration Development: Create reliable and secure integrations between Odoo and other tools/platforms we use, ensuring smooth data flow and minimal disruption.Technical Support: Address any technical issues that arise during the migration and post-migration phase, providing solutions in a timely manner.Documentation: Maintain detailed records of all developments and customizations for future reference, and create user guides or documentation as needed.Stay Updated: Regularly update knowledge on the latest Odoo versions, features, and best practices to provide recommendations for potential upgrades or changes.Essential Qualifications:Bachelor’s degree in Computer Science, IT, or a related field.Proven experience in Odoo development, with a focus on data migration and system customization.Knowledge of Hubspot CRM and Quickbooks platforms and their data structures.Strong proficiency in Python, PostgreSQL, and XML.Familiarity with Odoo’s ORM, API, and web services.Excellent problem-solving skills and attention to detail.Location & Job Nature:Hybrid in Office F11 / Islamabad.Perks and Benefits Staff LunchEmployee Insurance plan15 casual paid leaves10 medical paid leaves15 grant paid leaves90 paid maternity leaves15 Peternity leaves12 Dragon leavesPersonal enrichment programFlexible schedulesLoan assistanceEmployee recognition and rewardWellness program & personal developmentMedical assistanceEOBI","E-Learning Providers
            
              51-200 employees
            

              101 on LinkedIn"
Team Coordinator,"Edge · Islamabad, Islāmābād, Pakistan (Hybrid)  
1 month ago

 · 5,109 applicants",Full-time,https://www.linkedin.com/jobs/view/3681037135/?eBP=CwEAAAGKwID4h6AwfH7b-PdUnaWiA9gthCuZyt_2S08EQCOgvkNiiIODFM4P16rlFGTHGK8YZ_tSil5C4LeDJzNZRgwvFe209XaV4pFzK51fg745d0T6BsUde2geZZ-GQsm--uYIj9eZOQwrR5BR2uv8J3FFEreMe79QefJJePHSScfCZVOVcH64TalM3uXB5R09M_C7ZxIceDn5UcJ-uOoz6ttcTeU8XgbJ5D3giQWcHSBiiY0brDJqHubTdcxQXI25NWy4f_SOkL9SqvTOFBvNoNJJkygg6YbITn9w2AUDBqIy7TJYA-hfCcIXPurXEnEJ4i6rm-lw2eatiNKrg5JRrxiJi94CGJm0HRwBq8t83zbfp2iQx2DydKk3feDUEJE&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=n8o2FByYc9IuHDXrGQGi7Q%3D%3D&trk=flagship3_search_srp_jobs,"501-1,000 employees","About the job
            

 
Job DescriptionWe are seeking a motivated Quality Control Coordinator to oversee and manage a team of employees in our organization. You will be responsible for leading, monitoring, and supervising a group of employees to achieve goals that contribute to the growth of the organization. The candidates will possess coaching aptitude and excellent communication abilities. Your work will directly contribute to the overall success of the organization. Job Responsibilities OnboardingAssist in onboarding new hires based on company policies. ies.Managing the team Provide effective guidance to the team, ensuring clarity of goals and expectations.Motivate and inspire team members to achieve their best performance and foster a positive work environment.Maintain close communication with all team members to ensure daily processes and operations run smoothlyConduct monthly check-ins with all team members to get an update on their progress.Monitor team performance and progress towards goals, providing regular feedback and guidance.Address all concerns of the team and escalate to relevant departments as required.
Backend work Generate regular reports on team performance, quality metrics, and goal attainment.Maintain accurate and up-to-date documentation related to quality assurance processes and procedures.Analyze and identify opportunities for process improvement and optimization of current SOPs.Create and present weekly and monthly reports.Coordinate with Core departments to ensure team performance, provide updates and manage expectations.Identify problems and implement timely resolutions.Collaborate with senior management to establish clear, measurable, and achievable goals for the team.Possess the ability to create strategies to enhance team performance and productivity, resulting in improved employee retention.
What we are looking for Positive mindset, creative and energeticAbility to organize, prioritize, and self-manage your workloadAbility to manage and lead teamsAbility to work in a team environment, with a positive attitude and willingness to help othersAbility to take feedback as an opportunity for growthEager to learn and willing to growAble to work under pressure and time constraintsStrong computer skills and the ability to learn new programsBachelor’s degree (4 years) is required Problem-solving skillsBasic IT knowledge (Zoom, Google Workspace, MS Office)
Location - Lahore - this is a remote role.Compensation - $750 / month","Human Resources Services
            
              501-1,000 employees
            

              849 on LinkedIn"
