Job Title,Job Info,Job Type,Job Link,employees,Job Desception,Company Info
Paid Internship - Full Stack Engineer,"Xref · Lahore, Punjab, Pakistan (On-site)  
3 days ago

 · 409 applicants",Contract · Internship,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees · Software Development,About the job,
Product Designer,"o2Geeks · Islamabad, Islāmābād, Pakistan (On-site)  
1 week ago

 · 204 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,About the job,
Business Development and Lead Generation Specialist,"Roomy Technologies · Islamabad, Islāmābād, Pakistan (On-site)  
2 days ago

 · 64 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,"About the job
            

 
We are looking for an experienced Business Development and Lead Generation Specialist to join our team at Roomy Technologies. The ideal candidate will have a proven track record of success in developing and executing outbound marketing campaigns that generate leads and drive revenue. In this role, you will develop and implement a comprehensive outbound marketing strategy and generate leads for remote projects.Responsibilities: Develop and execute an outbound marketing strategy that aligns with the company's overall marketing goalsManage a team of outbound marketers and provide them with the training and support they need to succeedGenerate leads and drive revenue through outbound marketing channels such as email, social media, and paid advertisingIdentify and qualify potential clientsBuild relationships with potential clients and nurture them through the sales funnelClose deals with new clientsTrack and report on the results of all outbound marketing campaigns
Qualifications: 3+ years of experience in outbound marketingProven track record of success in generating leads and driving revenue through outbound marketing channelsStrong understanding of outbound marketing best practicesExperience managing a team of outbound marketersExcellent communication and interpersonal skillsStrong analytical and problem-solving skillsAbility to work independently and as part of a teamSelf-motivated and driven to succeed
Benefits: Competitive salary and benefits packageOpportunity to work with a talented team of digital marketersOpportunities for professional development and growth
To Apply:Please send your resume and a cover letter to qanita@roomy.ioAdditional Notes:In your cover letter, please be sure to highlight your experience in generating leads and driving revenue through outbound marketing channels, as well as your experience managing a team of outbound marketers. Please also mention any experience you have with generating remote projects from all over the world.",
Business Development Executive,"COSMO · Lahore, Punjab, Pakistan (On-site)  
3 days ago

 · 185 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,About the job,
Conversion Specialist,"Software Finder · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 104 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,"About the job
            

 
Job Description:1. Research and target prospects using a variety of sales tools.2. Cold call in order to obtain key information from targeted prospects to meet the qualified lead criteria.3. On a daily basis, track prospects - identify decision makers, timelines, hot-buttons, and specific qualifications and enter data accurately and consistently into the company's CRM or other platforms.4. Critical thinking related to estimating a prospect's interest level in the company's solution.5. Optimize the lead conversion rate and increase funnel marketing efficiencies.6. Proficient in MS Word, Excel, Outlook.7. Excellent communication, written, and interpersonal skillsSelf-starter, goal-oriented, and able to work in an entrepreneurial environment.Requirements:1. BA/BS/BBA or equivalent2. Good command of spoken English and written as well3. Should have a neutral accent4. Can work under pressure5. Dedicated to achieving targets6. Background on cold calling would be a plus (US Market)7. Should take responsibility for their tasks and targets8. Ideally a background in outbound calling","IT Services and IT Consulting
            
              51-200 employees
            

              95 on LinkedIn"
Lead Generation Specialist,"TexaNEX · Islāmābād, Pakistan (On-site) Reposted  
19 hours ago

 · 30 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,"About the job
            

 
We are looking for a skilled and motivated Lead Generator Specialist to join our team at TexaNEX. If you have a proven track record of data scraping/extraction of industry relevant sources or experience in successfully acquiring projects , a passion for business development, and excellent communication skills, we want to hear from youResponsibilities  As an Lead Generator Specialist at TexaNEX, you will be responsible for identifying and bidding on relevant projects on different platforms.You'll work closely with our internal teams to gather the necessary information and craft compelling proposals that showcase our strengths and capabilities.Your negotiation skills will be vital in closing deals that benefit both our clients and our company.
Role Strong proficiency in data analysis and reporting using relevant tools and platforms.Excellent understanding of lead segmentation and CRM best practices. Proficient in data scraping techniques and tools to gather relevant information and insights from various online sources. Proven success in acquiring projects .  Strong written and verbal communication skills.  Familiarity with our industry and the services we offer. (Mobile Application clients, Web Application/development clients, UI / UX designs ( Figma ), Software development , Shopify Store development , Digital Marketing Ability to manage multiple bids and prioritize effectively.Detail-oriented approach to tailoring proposals to clients' needs. Self-driven and results-focused mindsetProven experience as a Lead Generation Expert with a demonstrated ability to meet or exceed lead generation targets.To get the targeted clients detail and must have industrial knowledge
Salary Market competitive Salary
Benefits • Competitive commission or compensation structure based on successful project acquisitions. • Join a dynamic and passionate team. • Opportunity for professional growth within the companyLocation Islamabad E-11 (On site)Timing (9AM-6PM)Monday-Friday","IT Services and IT Consulting
            
              11-50 employees
            

              7 on LinkedIn"
Internship: Commercial Operations Support - Lahore/Pakistan - start your career with us!,"Medtronic · Lahore, Punjab, Pakistan (On-site)  
1 week ago

 · 165 applicants",Full-time · Associate,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,"10,001+ employees · Medical Equipment Manufacturing","About the job
            

 
Careers that Change LivesBegin your life-long career of exploration, innovation, and championing healthcare access and equity for all. Join a healthcare technology company that alleviates pain, restores health, and extends life for more than two people every second.Support Commercial Team by coordinating with Supply chain, Customer Care, Tender or any other relevant function for smooth execution and follow up of purchase orders. Manage HCPs and market intel data collection from on ground teams.A Day in the LifeSupport commercial team in following areas: Support in processing PO and follow-ups on pending orderMarket Intel data collection from teams and updates customer profilesSupport teams in promoting and establishing awareness of the company's products and/or servicesSupport for developing, building, and strengthening long-term relationships with stakeholders and healthcare professionalsSupport regional lead by following up with team on assigned tasksSupport in pursuing leads, assessing needs, and providing product services to maximize the benefits derived from Medtronic's products and/or servicesConducts market research including customers and competitors’ activitiesSupport in implementation of market development plans/strategies and changes as needed
Must Haves Recently graduated or in the final years of Master in Business Administration or Bachelor's in Business AdministrationProficiency in English is required (preferred as C1 or above) and a test will be administered as part of the recruitment processFluent in UrduGood knowledge of MS office (Power Point, Excel, Word, Outlook)
 Nice to Haves Strong in quantitative competencies combined with a curious and empathic approachInterested in optimization and improvement workStrong verbal & written communication skillsEager to learn & develop
 Internship details Start date: November 1st Based in LahoreDuration: 6 months Working hours: full time (40 hours per week) Working model: hybrid 
 We offerWe offer a competitive salary and benefits package to all our interns: Flexible working environmentAn unforgettable experience in the healthcare & medical devices sectorJoin a community or expert in a function or in a therapy to foster your knowledgePeer-Advisor program Training possibilities via Cornerstone & Skill Labs (access to Havard, Ted Ex..resources) Other benefits link to the country requirements
Our commitmentOur unwavering commitment to inclusion, diversity, and equity (ID&E) means zero barriers to opportunity within Medtronic and a culture where all employees belong, are respected, and feel valued for who they are and the life experiences they contribute.We know equity starts beyond our workplace, and we must play a role in addressing systemic inequities in our communities if we hope to have long-term sustainable impact.Anchored in our Mission, we continue to drive ID&E forward both to enhance the well-being of Medtronic employees and to accelerate innovation that brings our lifesaving technologies to more people in more places around the world.About MedtronicBold thinking. Bolder actions. We are Medtronic.We lead global healthcare technology and boldly attack the most challenging health problems facing humanity by searching out and finding solutions. Our Mission — to alleviate pain, restore health, and extend life — unites a global team of 90,000+ passionate people. Powered by our diverse knowledge, insatiable curiosity, and desire to help all those who need it, we deliver innovative technologies that transform the lives of two people every second, every hour, every day. Expect more from us as we empower insight-driven care, experiences that put people first, and better outcomes for our world.In everything we do, we are engineering the extraordinary.Your answerIs this the position you were waiting for? Then please apply directly via the apply button!","Medical Equipment Manufacturing
            
              10,001+ employees
            

              87,341 on LinkedIn"
Search Engine Optimization Specialist,"Eazio · Karāchi, Sindh, Pakistan (On-site)  
2 weeks ago

 · 229 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,11-50 employees,"About the job
            

 
About EAZIO: Empower your business with Eazio's user-friendly and intelligent HR platform that is going to revolutionize your business processes. Eazio's intuitive, user-friendly solution is designed to help businesses effectively manage their HR and operations while providing insights and analytics to empower them to make informed decisions. Eazio solutions are tailored to meet the needs of businesses of all sizes and industries, helping them achieve their desired goals and objectives with ease. Job:Looking SEO specialist who is passionate about optimizing the websites for search engines and driving organic traffic. The ideal candidate will have a proven record of improving search engine ranking, increasing organic website traffic and delivering measurable results. Responsibilities Collaborate with our content team to integrate target keywords strategically into website content, blog posts, and other digital assets.Provide detailed keyword analysis finding new keywords and phrases to target.Optimize meta tags, headings, images, and URLs to ensure we are reaching maximum search visibility.Strong focus on increasing search rankings. Perform on-page and off-page optimization techniques to increase organic search rankings.Identify and resolve technical SEO issues, such as broken links, crawl errors, and site speed.Generate reports on website performance using tools provided to create actionable insights to improve SEO strategies.Collaborate with the development and content team to ensure proper implementation of SEO best practices.Develop a link-building strategy to increase domain reputation.Improve localised SEO rankings.Provide detailed competitor analysis reports and identify market opportunities.Stay up to date with trends as SEO practices continue to evolve.Google AdWords, Facebook Meta, LinkedIn Campaign Manager
Qualifications Bachelor's degree in a related field (or equivalent work experience).
Mandatory Requirements: Minimum 3 years of experience in a similar role, with examples of increased ranking and inbound performance.Experience with tools such as Google Analytics, Search Console, and SEMRush.Good communicator, ability to put forward ideas and suggestions to the team.Self-starter and self-motivated to drive results.Excellent report creation and analysis.Eagerness to stay up to date with upcoming trends.Must be familiar with both local and global SEO tactics.
Benefits: Market competitive salaryLunchHealth InsuranceFriendly environment
NOTE:This is an on-site job at our office based in Jami Commercial, D.H.A. Karachi.","Software Development
            
              11-50 employees
            

              14 on LinkedIn"
Odoo Developer,"Taleemabad · Islāmābād, Pakistan (On-site)  
1 week ago

 · 55 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,"About the job
            

 
About our work @ Taleemabad:We began our work seven years ago, with a very simple idea: learning’s gotta be fun. You’ve probably experienced this at some point if you’re lucky: you’ve been so engrossed in something that time’s flown by, the day has turned to night, and you’ve had the time of your life. That’s the kind of learning that generates scientists, inventors, and changemakers.And so, seven years ago, we became obsessed with the idea of making all children in Pakistan fall in love with learning. We knew that if we cracked this, we could turn around Pakistan. Our dreamis that a Pakistani kid from the slums/villages will develop the next vaccine, or land on Mars one day.Key Responsibilities:Data Migration: Import our existing data from Hubspot CRM and Quickbooks into the Odoo platform, ensuring data integrity, completeness, and security.Odoo Customization: Customize Odoo modules and functionalities to better align with our internal operations and specific business requirements.Integration Development: Create reliable and secure integrations between Odoo and other tools/platforms we use, ensuring smooth data flow and minimal disruption.Technical Support: Address any technical issues that arise during the migration and post-migration phase, providing solutions in a timely manner.Documentation: Maintain detailed records of all developments and customizations for future reference, and create user guides or documentation as needed.Stay Updated: Regularly update knowledge on the latest Odoo versions, features, and best practices to provide recommendations for potential upgrades or changes.Essential Qualifications:Bachelor’s degree in Computer Science, IT, or a related field.Proven experience in Odoo development, with a focus on data migration and system customization.Knowledge of Hubspot CRM and Quickbooks platforms and their data structures.Strong proficiency in Python, PostgreSQL, and XML.Familiarity with Odoo’s ORM, API, and web services.Excellent problem-solving skills and attention to detail.Location & Job Nature:Hybrid in Office F11 / Islamabad.Perks and Benefits Staff LunchEmployee Insurance plan15 casual paid leaves10 medical paid leaves15 grant paid leaves90 paid maternity leaves15 Peternity leaves12 Dragon leavesPersonal enrichment programFlexible schedulesLoan assistanceEmployee recognition and rewardWellness program & personal developmentMedical assistanceEOBI","E-Learning Providers
            
              51-200 employees
            

              101 on LinkedIn"
Team Coordinator,"Edge · Islamabad, Islāmābād, Pakistan (Hybrid)  
1 month ago

 · 5,108 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,"501-1,000 employees","About the job
            

 
Job DescriptionWe are seeking a motivated Quality Control Coordinator to oversee and manage a team of employees in our organization. You will be responsible for leading, monitoring, and supervising a group of employees to achieve goals that contribute to the growth of the organization. The candidates will possess coaching aptitude and excellent communication abilities. Your work will directly contribute to the overall success of the organization. Job Responsibilities OnboardingAssist in onboarding new hires based on company policies. ies.Managing the team Provide effective guidance to the team, ensuring clarity of goals and expectations.Motivate and inspire team members to achieve their best performance and foster a positive work environment.Maintain close communication with all team members to ensure daily processes and operations run smoothlyConduct monthly check-ins with all team members to get an update on their progress.Monitor team performance and progress towards goals, providing regular feedback and guidance.Address all concerns of the team and escalate to relevant departments as required.
Backend work Generate regular reports on team performance, quality metrics, and goal attainment.Maintain accurate and up-to-date documentation related to quality assurance processes and procedures.Analyze and identify opportunities for process improvement and optimization of current SOPs.Create and present weekly and monthly reports.Coordinate with Core departments to ensure team performance, provide updates and manage expectations.Identify problems and implement timely resolutions.Collaborate with senior management to establish clear, measurable, and achievable goals for the team.Possess the ability to create strategies to enhance team performance and productivity, resulting in improved employee retention.
What we are looking for Positive mindset, creative and energeticAbility to organize, prioritize, and self-manage your workloadAbility to manage and lead teamsAbility to work in a team environment, with a positive attitude and willingness to help othersAbility to take feedback as an opportunity for growthEager to learn and willing to growAble to work under pressure and time constraintsStrong computer skills and the ability to learn new programsBachelor’s degree (4 years) is required Problem-solving skillsBasic IT knowledge (Zoom, Google Workspace, MS Office)
Location - Lahore - this is a remote role.Compensation - $750 / month","Human Resources Services
            
              501-1,000 employees
            

              849 on LinkedIn"
Business Development Specialist,"Montage Oil DMCC · Lahore, Punjab, Pakistan (On-site)  
2 weeks ago

 · 223 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,51-200 employees,About the job,
Digital Marketing Manager,"Furturbyte · Karāchi, Sindh, Pakistan (On-site)  
1 day ago

 · 191 applicants",Full-time,https://www.linkedin.com/jobs/view/3718625891/?eBP=CwEAAAGKwID4h3c1ouh6u82tMxNHUOSkD_EJCd6ThI6BTvP-0xe44orJ0Pz4J1WS1njZBm4sN1G2nDyZFAaqSlpbOBqtGaH4oR01ZH5tV7kNDVVabuzCqUdLI82u7R02pYxlTSzxTDyNSI7BMRGExu2M1HCgkXi1sUuOScRwMDmkNiK27OSGwD82VEcGzTC5V-w40ouZKxLgiexCCrq0x7EshKN0jqU3-ZuKL1vc1B70rCNy6a0AnbWoGjShCcIyhrN9OfhhUv0H3Z6mFCKPI9JtTTThQ4KIL48M0cR0gAV1LgCT9Jxff7fPekGnxID1lIXIrrYBOKawq-m4kfTviF580RoOFzPxcmkDwN4dQ3xSLdgIzemlS6szMtAXu4w&refId=%2FnacsKUzjbCWekm1BTKqdA%3D%3D&trackingId=xyNDs2lSuS9540GRaF2qeQ%3D%3D&trk=flagship3_search_srp_jobs,1-10 employees,"About the job
            

 
JobWe are looking for a professional Digital Marketing Manager who will be leading the marketing team, developing marketing plans to help establish the brand, allocating resources to different projects and setting short-term and long-term department goals. Determine and collaborate with the business team to uncover insights and strategies to develop and implement marketing and branding strategies for new and existing products, online and onsite events. Responsibilities Build marketing plans and budgets for the smooth operation of marketing campaigns.Achieve the company’s revenue goals and objectives.Prepare social media marketing campaigns and strategize them such that they align with the business objectives.Monitor competition (acquisitions, pricing changes and new products and features).Ensure the company is communicating the right messaging to attract prospective customers and retain existing ones.Create lead generation programs to grow target markets, with a heavy focus on developing inbound marketing through SEO/SEM.Ensure our brand message is strong and consistent across all channels and marketing efforts (like events, email campaigns, web pages and promotional material).Monitor an advertisement on various platforms keeping the business vision aligned.Set, monitor, and report on team goals.Ensure that the website, promotional material, and marketing campaign strategy are updated on a regular basis.Prepare and manage monthly, quarterly, and annual budgets for the Marketing department.Keep up with the latest trends, best practices, and improvements in marketing.
Qualifications Bachelor’s degree in marketing, advertising, communications or relevant field, though a master’s degree is preferred. Professional Certifications such as Digital Marketing, Integrated Marketing 360, etc. will be preferred.
Mandatory Requirements: Proven 6+ years of experience as Digital Marketing Manager or a similar role.Experience with digital and print marketing, content marketing, social media marketing, communication, and budgeting.Familiarity with the latest trends and best practices of technologies and methodologies in graphic design, web design, production, etc.Innovation and creativity to create brand new strategies that attract customers and succeed over the competition.Proficient with analysis and design software.Intimate understanding of traditional and emerging marketing channels.Leadership skills with the ability to set and prioritize goals.Attention to details and analytical skills.Communication and interpersonal skills.Teamwork and problem-solving skills.Decision making, organization and time management skills.
Benefits: Market competitive salaryLunchHealth InsuranceFriendly environment
NOTE: This is an on-site job at our office based in Jami Commercial, D.H.A. Karachi.","IT System Custom Software Development
            
              2-10 employees
            

              6 on LinkedIn"
